id	report_type	report_text	activity	hazard	barrier	barrier_status	barrier_failure	sif_potential	sif_level	life_saving_rule	source_type
SYN-03855	UNSAFE_CONDITION	Vehicle reversed toward a group of workers near the substation with no spotter present; workers had to jump clear.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-03856	NEAR_MISS	All rigging was inspected and correctly rated for the 500kg load prior to the lift at the compressor shed; tag line controlled load swing effectively in windy conditions.	Lifting	Suspended Load	Safe Mechanical Lifting	EFFECTIVE		FALSE	LOW	Safe Mechanical Lifting	SYNTHETIC
SYN-03857	UNSAFE_CONDITION	a shift worker was observed on a platform 6m up with no fall arrest system connected at all, toward the end of the shift.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-03858	UNSAFE_CONDITION	a contractor entered a vessel at the machine shop to retrieve a tool without requesting gas testing or a permit, during the morning handover.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-03859	UNSAFE_CONDITION	Inspection tag on the harness used by an operator at the fabrication shop had expired three months ago and was still in service at two floors up.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-03860	UNSAFE_CONDITION	Printer paper jam at the boiler room; a subcontractor crew cut a finger on the tray edge, minor first aid given. This has been flagged to the site HSE team.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03861	UNSAFE_CONDITION	Frayed extension cord running through a puddle near the boiler room, insulation exposed in multiple spots.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03862	UNSAFE_CONDITION	dim lighting reported in the stairwell at the pipe rack, making the steps hard to see at night. This has been flagged to the site HSE team.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03863	UNSAFE_CONDITION	permit for tank entry at the east process area was signed but no continuous atmospheric monitoring was actually running once a rigger was inside.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not verified	TRUE	MEDIUM	Confined Space	SYNTHETIC
SYN-03864	UNSAFE_CONDITION	Operator used a magnet to bypass the press brake interlock at the boiler room, cycling parts faster with hands near the point of operation. This has been flagged to the site HSE team.	Maintenance	Moving Machinery	Energy Isolation	FAILED	bypassed	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-03865	UNSAFE_CONDITION	a supervisor discovered a leaking drum with no label near Line 2; no spill kit had been deployed.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03866	NEAR_MISS	Utility locate and x-ray scan were performed on the wall at the field office before drilling; a live conduit was identified and the drilling location adjusted.	Electrical Work	Electrical Energy	Energy Isolation	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-03867	UNSAFE_CONDITION	the crew lead found a damaged extension cord lying in standing water near the admin block.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03868	UNSAFE_CONDITION	no harness in use while a technician worked 8ft off the deck at the rail siding, lanyard was left hanging unused.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-03869	UNSAFE_CONDITION	A hose left stretched across the walkway at the workshop caused the crew lead to stumble slightly.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03870	UNSAFE_CONDITION	a supervisor reported a mild headache after working near an idling generator in a poorly ventilated shed at the parking structure.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03871	UNSAFE_CONDITION	an electrician noticed a leaking fixture near Building 12 pooling water on the floor.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03872	UNSAFE_CONDITION	icy patch near the entrance at the tank farm was not salted in time, a coworker nearly lost footing. Work was stopped immediately.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03873	NEAR_MISS	Excavator swing radius at the water treatment area was barricaded and a spotter maintained visual contact with all ground personnel throughout digging. Work was stopped immediately.	Excavation	Engulfment	Shoring	EFFECTIVE		FALSE	LOW	Line of Fire	SYNTHETIC
SYN-03874	UNSAFE_CONDITION	a rigger reported a corroded, wobbly step on the site trailer at the workshop.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03875	NEAR_MISS	a supervisor was seen using a phone while operating a forklift near the compressor shed, nearly striking a pedestrian at a blind corner.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-03876	UNSAFE_CONDITION	a rigger climbed into the tank at the maintenance bay to check for residue without any pre-entry gas test, relying only on visual judgment.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-03877	UNSAFE_CONDITION	a contractor worked on a panel believed de-energized at Line 2 without testing with a meter first and received a minor shock touching the bus bar.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-03878	UNSAFE_CONDITION	Small oil leak noticed under the generator at the warehouse mezzanine, no spill kit available nearby.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03879	NEAR_MISS	Vehicle reversed toward a group of workers near the fabrication shop with no spotter present; workers had to jump clear.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-03880	UNSAFE_CONDITION	working at height near the field office, a supervisor had unclipped fully to reposition and did not reconnect for several minutes, just after the toolbox talk. This has been flagged to the site HSE team.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-03881	UNSAFE_CONDITION	Icy patch near the entrance at the plant entrance was not salted in time, a coworker nearly lost footing.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03882	UNSAFE_CONDITION	a subcontractor crew noticed a pallet jack veering due to a damaged wheel at the water treatment area and pulled it from service.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03883	NEAR_MISS	Lift plan properly barricaded the exclusion zone under a 1.5-ton suspended load at the loading dock; a bystander was stopped by the spotter before entering.	Lifting	Suspended Load	Safe Mechanical Lifting	EFFECTIVE		FALSE	LOW	Safe Mechanical Lifting	SYNTHETIC
SYN-03884	UNSAFE_CONDITION	During a crane lift of a 4,500lb load over the tank farm, the tag line was missing and personnel stood directly beneath the load.	Lifting	Suspended Load	Safe Mechanical Lifting	FAILED	not performed	TRUE	HIGH	Safe Mechanical Lifting	SYNTHETIC
SYN-03885	UNSAFE_CONDITION	Oil residue on the walking surface near the machine shop caused an operator to slip slightly, no injury resulted. Corrective action has been requested.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03886	UNSAFE_CONDITION	Vehicle reversed toward a group of workers near the east process area with no spotter present; workers had to jump clear.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-03887	UNSAFE_CONDITION	a rigger climbed onto a running conveyor at Dock 4 to clear a jammed item instead of stopping and locking out first.	Maintenance	Moving Machinery	Energy Isolation	FAILED	bypassed	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-03888	UNSAFE_CONDITION	a subcontractor crew climbed onto a running conveyor at the water treatment area to clear a jammed item instead of stopping and locking out first. Work was stopped immediately.	Maintenance	Moving Machinery	Energy Isolation	FAILED	bypassed	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-03889	UNSAFE_CONDITION	the crew lead worked on a panel believed de-energized at the boiler room without testing with a meter first and received a minor shock touching the bus bar.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-03890	UNSAFE_CONDITION	A flickering light fixture near the compressor shed was logged by a coworker for maintenance follow-up.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03891	UNSAFE_CONDITION	found an unlabeled chemical drum leaking in the storage area near the warehouse mezzanine, no spill containment present.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03892	UNSAFE_CONDITION	Vehicle reversed toward a group of workers near the south yard with no spotter present; workers had to jump clear.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-03893	UNSAFE_CONDITION	Minor cut sustained by a shift worker while clearing a paper jam at the compressor shed, treated with basic first aid. Work was stopped immediately.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03894	UNSAFE_CONDITION	Uneven pavement outside the entrance at Unit 3 has become a repeated stumbling point for staff.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03895	UNSAFE_CONDITION	Gas test was performed at the entry point but never re-verified after two workers moved deeper into the vessel at Building 7.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not verified	TRUE	MEDIUM	Confined Space	SYNTHETIC
SYN-03896	UNSAFE_CONDITION	Permit for tank entry at the warehouse mezzanine was signed but no continuous atmospheric monitoring was actually running once a supervisor was inside. Work was stopped immediately.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not verified	TRUE	MEDIUM	Confined Space	SYNTHETIC
SYN-03897	UNSAFE_CONDITION	Printer paper jam at the admin block; a technician cut a finger on the tray edge, minor first aid given. Area has since been addressed.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03898	UNSAFE_CONDITION	a technician climbed into the tank at Building 12 to check for residue without any pre-entry gas test, relying only on visual judgment. Corrective action has been requested.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-03899	UNSAFE_CONDITION	Entry into the confined space at the tank farm occurred with no atmospheric monitoring in place; a coworker noticed a new hire climbing out gasping for air.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-03900	UNSAFE_CONDITION	A loose bolt on the guardrail at the north tank farm was identified by a technician during a scheduled check. Area has since been addressed.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03901	UNSAFE_CONDITION	two workers was observed on a platform 4m up with no fall arrest system connected at all, during day shift.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-03902	NEAR_MISS	press brake light curtain at the east process area stopped the ram immediately when a subcontractor crew's hand crossed into the sensing field.	Maintenance	Moving Machinery	Energy Isolation	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-03903	NEAR_MISS	Shift handover at the site included verbal and written confirmation of LOTO status; the incoming mechanic double-checked isolation before starting.	Maintenance	Stored Energy	LOTO	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-03904	NEAR_MISS	driver stopped fully at the the workshop intersection despite obscured signage, avoiding a collision with an oncoming truck.	Driving	Moving Machinery	Line of Fire	EFFECTIVE		FALSE	LOW	Line of Fire	SYNTHETIC
SYN-03905	UNSAFE_CONDITION	the crew lead was found standing within the swing radius of an excavator actively slewing at the plant entrance; the operator did not see him initially.	Excavation	Engulfment	Shoring	FAILED	not performed	TRUE	HIGH	Line of Fire	SYNTHETIC
SYN-03906	UNSAFE_CONDITION	Pump breaker at the east process area was locked out but the tag was missing name and date; a second mechanic nearly re-energized it thinking the job was done.	Maintenance	Stored Energy	LOTO	FAILED	not verified	TRUE	MEDIUM	Energy Isolation	SYNTHETIC
SYN-03907	UNSAFE_CONDITION	a shift worker began hot work on a fuel line at the south yard without a fire watch posted or gas testing near storage tanks. Supervisor was notified on the spot.	Hot Work	Fire	Fire Watch	FAILED	not performed	TRUE	HIGH	Hot Work	SYNTHETIC
SYN-03908	UNSAFE_CONDITION	Isolation on the hydraulic press at the parking structure was not confirmed between shifts before two workers placed hands inside the die area.	Maintenance	Stored Energy	LOTO	FAILED	not verified	TRUE	MEDIUM	Energy Isolation	SYNTHETIC
SYN-03909	UNSAFE_CONDITION	a new hire climbed onto a running conveyor at the east process area to clear a jammed item instead of stopping and locking out first.	Maintenance	Moving Machinery	Energy Isolation	FAILED	bypassed	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-03910	UNSAFE_CONDITION	An excavation over 5ft deep at the workshop had no shoring or trench box installed while a welder worked inside cutting pipe.	Excavation	Engulfment	Shoring	FAILED	not performed	TRUE	HIGH	Line of Fire	SYNTHETIC
SYN-03911	UNSAFE_CONDITION	Overflowing trash bin near the admin block attracting pests, flagged during a cleanliness walk-through.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03912	UNSAFE_CONDITION	Loose handrail on the stairwell at Building 7, reported by a subcontractor crew who felt it wobble. Corrective action has been requested.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03913	UNSAFE_CONDITION	a coworker flagged an unsalted icy walkway near the utility yard after a near-slip.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03914	NEAR_MISS	Isolation valve closure was verified with a positive pressure test before hot work began on the pipeline at the field office; no gas ingress occurred.	Hot Work	Fire	Fire Watch	EFFECTIVE		FALSE	LOW	Hot Work	SYNTHETIC
SYN-03915	UNSAFE_CONDITION	Isolation on the hydraulic press at the site was not confirmed between shifts before an electrician placed hands inside the die area.	Maintenance	Stored Energy	LOTO	FAILED	not verified	TRUE	MEDIUM	Energy Isolation	SYNTHETIC
SYN-03916	UNSAFE_CONDITION	a coworker flagged overloaded shelving units leaning slightly at the tank farm.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03917	UNSAFE_CONDITION	a supervisor worked on a panel believed de-energized at the machine shop without testing with a meter first and received a minor shock touching the bus bar. Supervisor was notified on the spot.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-03918	UNSAFE_CONDITION	a supervisor walked underneath a 3,000lb load being repositioned at the rail siding rather than staying clear of the fall zone. Supervisor was notified on the spot.	Lifting	Suspended Load	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-03919	UNSAFE_CONDITION	Printer paper jam at the machine shop; an operator cut a finger on the tray edge, minor first aid given. Area has since been addressed.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03920	UNSAFE_CONDITION	rigging inspection was skipped before lifting a 800kg load near the machine shop; a worn shackle pin was later discovered. Area has since been addressed.	Lifting	Suspended Load	Safe Mechanical Lifting	FAILED	not performed	TRUE	HIGH	Safe Mechanical Lifting	SYNTHETIC
SYN-03921	UNSAFE_CONDITION	A patch of hydraulic fluid on the floor at the fabrication shop went unmarked for several hours before a new hire noticed it. Corrective action has been requested.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03922	NEAR_MISS	a shift worker remained fully connected to the anchor point throughout the task at 8ft; system functioned as intended during a gust of wind.	Work at Height	Fall Hazard	Fall Protection	EFFECTIVE		FALSE	LOW	Working at Height	SYNTHETIC
SYN-03923	UNSAFE_CONDITION	an electrician flagged a cracked windshield on a site vehicle at Building 7 during the daily pre-trip check. This has been flagged to the site HSE team.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03924	UNSAFE_CONDITION	an operator was found standing within the swing radius of an excavator actively slewing at the boiler room; the operator did not see him initially.	Excavation	Engulfment	Shoring	FAILED	not performed	TRUE	HIGH	Line of Fire	SYNTHETIC
SYN-03925	UNSAFE_CONDITION	A liquid spill near the break area at the water treatment area sat unaddressed for a while before a visiting inspector noted it.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03926	UNSAFE_CONDITION	Inspection tag on the harness used by a supervisor at the loading dock had expired three months ago and was still in service at 15ft.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-03927	UNSAFE_CONDITION	Inspection tag on the harness used by a new hire at the boiler room had expired three months ago and was still in service at 6m. Work was stopped immediately.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-03928	UNSAFE_CONDITION	an excavation over 5ft deep at the admin block had no shoring or trench box installed while an operator worked inside cutting pipe.	Excavation	Engulfment	Shoring	FAILED	not performed	TRUE	HIGH	Line of Fire	SYNTHETIC
SYN-03929	UNSAFE_CONDITION	A cracked and raised floor tile at the admin block was noted as a hazard by a shift worker.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03930	UNSAFE_CONDITION	Found an unlabeled chemical drum leaking in the storage area near the utility yard, no spill containment present.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03931	UNSAFE_CONDITION	a shift worker climbed onto a running conveyor at the plant entrance to clear a jammed item instead of stopping and locking out first.	Maintenance	Moving Machinery	Energy Isolation	FAILED	bypassed	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-03932	UNSAFE_CONDITION	Found an unlabeled chemical drum leaking in the storage area near the substation, no spill containment present.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03933	UNSAFE_CONDITION	Gas test was performed at the entry point but never re-verified after a shift worker moved deeper into the vessel at the rail siding.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not verified	TRUE	MEDIUM	Confined Space	SYNTHETIC
SYN-03934	UNSAFE_CONDITION	a maintenance mechanic racked in a breaker at the substation believing downstream equipment was isolated; no LOTO tags or locks had been applied by the previous crew.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-03935	UNSAFE_CONDITION	a new hire applied a personal lock at the maintenance bay but never verified zero energy state before starting work on the gearbox.	Maintenance	Stored Energy	LOTO	FAILED	not verified	TRUE	MEDIUM	Energy Isolation	SYNTHETIC
SYN-03936	UNSAFE_CONDITION	An excavation over 5ft deep at Unit 3 had no shoring or trench box installed while a technician worked inside cutting pipe.	Excavation	Engulfment	Shoring	FAILED	not performed	TRUE	HIGH	Line of Fire	SYNTHETIC
SYN-03937	UNSAFE_CONDITION	no harness in use while an electrician worked 6m off the deck at the maintenance bay, lanyard was left hanging unused.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-03938	UNSAFE_CONDITION	working at height near Building 12, a maintenance mechanic had unclipped fully to reposition and did not reconnect for several minutes.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-03939	UNSAFE_CONDITION	a technician reported a corroded, wobbly step on the site trailer at the north tank farm. Area has since been addressed.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03940	UNSAFE_CONDITION	Pump breaker at the maintenance bay was locked out but the tag was missing name and date; a second mechanic nearly re-energized it thinking the job was done.	Maintenance	Stored Energy	LOTO	FAILED	not verified	TRUE	MEDIUM	Energy Isolation	SYNTHETIC
SYN-03941	UNSAFE_CONDITION	a supervisor spotted a minor oil leak beneath equipment at the utility yard with no absorbent materials on hand.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03942	UNSAFE_CONDITION	Pump breaker at the east process area was locked out but the tag was missing name and date; a second mechanic nearly re-energized it thinking the job was done. Area has since been addressed.	Maintenance	Stored Energy	LOTO	FAILED	not verified	TRUE	MEDIUM	Energy Isolation	SYNTHETIC
SYN-03943	UNSAFE_CONDITION	no harness in use while a subcontractor crew worked 6m off the deck at the site, lanyard was left hanging unused.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-03944	NEAR_MISS	Vehicle reversed toward a group of workers near Building 7 with no spotter present; workers had to jump clear.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-03945	NEAR_MISS	Confined space entry at the admin block followed the complete permit process; attendant outside noticed a new hire feeling lightheaded and initiated evacuation per the rescue plan. This has been flagged to the site HSE team.	Confined Space Work	Toxic Atmosphere	Gas Testing	EFFECTIVE		FALSE	LOW	Confined Space	SYNTHETIC
SYN-03946	UNSAFE_CONDITION	a supervisor found a damaged extension cord lying in standing water near the rail siding.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03947	NEAR_MISS	a shift worker remained fully connected to the anchor point throughout the task at 6m; system functioned as intended during a gust of wind.	Work at Height	Fall Hazard	Fall Protection	EFFECTIVE		FALSE	LOW	Working at Height	SYNTHETIC
SYN-03948	UNSAFE_CONDITION	Found an unlabeled chemical drum leaking in the storage area near the machine shop, no spill containment present.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03949	UNSAFE_CONDITION	Minor paper cut while filing documents at Dock 4, first aid applied. This has been flagged to the site HSE team.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03950	UNSAFE_CONDITION	an electrician climbed onto a running conveyor at Unit 3 to clear a jammed item instead of stopping and locking out first.	Maintenance	Moving Machinery	Energy Isolation	FAILED	bypassed	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-03951	UNSAFE_CONDITION	During a crane lift of a 500kg load over the loading dock, the tag line was missing and personnel stood directly beneath the load.	Lifting	Suspended Load	Safe Mechanical Lifting	FAILED	not performed	TRUE	HIGH	Safe Mechanical Lifting	SYNTHETIC
SYN-03952	UNSAFE_CONDITION	broken pallet jack wheel causing it to veer unexpectedly near the plant entrance, reported before further use. This has been flagged to the site HSE team.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03953	UNSAFE_CONDITION	Inspection tag on the harness used by a maintenance mechanic at the fabrication shop had expired three months ago and was still in service at 12ft.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-03954	UNSAFE_CONDITION	a rigger was seen using a phone while operating a forklift near the water treatment area, nearly striking a pedestrian at a blind corner.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-03955	UNSAFE_CONDITION	Coffee spill in the break room at Building 12 not cleaned up promptly, no wet floor sign placed. This has been flagged to the site HSE team.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03956	UNSAFE_CONDITION	Housekeeping issue - cardboard boxes stacked in the main aisle at the water treatment area, a tripping hazard reported by a rigger.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03957	UNSAFE_CONDITION	a subcontractor crew was found standing within the swing radius of an excavator actively slewing at the fabrication shop; the operator did not see him initially.	Excavation	Engulfment	Shoring	FAILED	not performed	TRUE	HIGH	Line of Fire	SYNTHETIC
SYN-03958	UNSAFE_CONDITION	no harness in use while two workers worked 4m off the deck at the pipe rack, lanyard was left hanging unused.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-03959	NEAR_MISS	a shift worker was seen using a phone while operating a forklift near Building 7, nearly striking a pedestrian at a blind corner.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-03960	NEAR_MISS	Fire watch was posted with an extinguisher ready during grinding near flammables at the north tank farm; a small spark was extinguished within seconds. Supervisor was notified on the spot.	Hot Work	Fire	Fire Watch	EFFECTIVE		FALSE	LOW	Hot Work	SYNTHETIC
SYN-03961	NEAR_MISS	forklift operator sounded the horn and slowed at the blind intersection near Line 2 per site rules; pedestrian was seen in time and no contact occurred.	Driving	Moving Machinery	Line of Fire	EFFECTIVE		FALSE	LOW	Line of Fire	SYNTHETIC
SYN-03962	UNSAFE_CONDITION	a technician walked underneath a 1,200kg load being repositioned at the parking structure rather than staying clear of the fall zone. Corrective action has been requested.	Lifting	Suspended Load	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-03963	UNSAFE_CONDITION	Inspection tag on the harness used by a shift worker at Building 7 had expired three months ago and was still in service at 10m. No injury occurred.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-03964	UNSAFE_CONDITION	a contractor used a sling rated below the load weight to lift a one-ton beam at Building 12; the sling began fraying mid-lift.	Lifting	Suspended Load	Safe Mechanical Lifting	FAILED	not performed	TRUE	HIGH	Safe Mechanical Lifting	SYNTHETIC
SYN-03965	UNSAFE_CONDITION	inspection tag on the harness used by a subcontractor crew at the machine shop had expired three months ago and was still in service at 3m. This has been flagged to the site HSE team.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-03966	UNSAFE_CONDITION	Site trailer step at the north tank farm is rusted through and wobbles when stepped on, several employees use it daily.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03967	UNSAFE_CONDITION	A patch of hydraulic fluid on the floor at the water treatment area went unmarked for several hours before an operator noticed it.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03968	NEAR_MISS	Forklift operator sounded the horn and slowed at the blind intersection near Line 2 per site rules; pedestrian was seen in time and no contact occurred.	Driving	Moving Machinery	Line of Fire	EFFECTIVE		FALSE	LOW	Line of Fire	SYNTHETIC
SYN-03969	UNSAFE_CONDITION	A wobbly handrail near the plant entrance was flagged after a coworker noticed it moving underhand. Corrective action has been requested.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03970	UNSAFE_CONDITION	a coworker flagged an unsalted icy walkway near the tank farm after a near-slip.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03971	UNSAFE_CONDITION	a shift worker was found standing within the swing radius of an excavator actively slewing at the maintenance bay; the operator did not see him initially.	Excavation	Engulfment	Shoring	FAILED	not performed	TRUE	HIGH	Line of Fire	SYNTHETIC
SYN-03972	UNSAFE_CONDITION	Warehouse shelving at Line 2 observed leaning and overloaded above the recommended weight limit.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03973	UNSAFE_CONDITION	a technician climbed onto a running conveyor at the plant entrance to clear a jammed item instead of stopping and locking out first.	Maintenance	Moving Machinery	Energy Isolation	FAILED	bypassed	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-03974	UNSAFE_CONDITION	a supervisor noticed a leaking fixture near Line 2 pooling water on the floor.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-03975	UNSAFE_CONDITION	an operator was observed on a platform 12ft up with no fall arrest system connected at all, just after the toolbox talk. Corrective action has been requested.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-03976	UNSAFE_CONDITION	an operator was using a fall arrest lanyard with a visibly worn stitch pattern while working at 15ft near the tank farm.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-03977	UNSAFE_CONDITION	a shift worker flagged a cracked windshield on a site vehicle at the workshop during the daily pre-trip check. No injury occurred.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
