id,report_type,report_text,activity,hazard,barrier,barrier_status,barrier_failure,sif_potential,sif_level,life_saving_rule,source_type
SYN-0144,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 144.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0145,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 145.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0146,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 146.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0147,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 147.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0148,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 148.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0149,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 149.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0150,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 150.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0151,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 151.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0152,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 152.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0153,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 153.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0154,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 154.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0155,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 155.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0156,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 156.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0157,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 157.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0158,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 158.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0159,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 159.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0160,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 160.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0161,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 161.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0162,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 162.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0163,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 163.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0164,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 164.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0165,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 165.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0166,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 166.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0167,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 167.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0168,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 168.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0169,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 169.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0170,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 170.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0171,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 171.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0172,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 172.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0173,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 173.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0174,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 174.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0175,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 175.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0176,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 176.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0177,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 177.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0178,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 178.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0179,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 179.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0180,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 180.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0181,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 181.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0182,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 182.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0183,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 183.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0184,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 184.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0185,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 185.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0186,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 186.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0187,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 187.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0188,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 188.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0189,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 189.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0190,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 190.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0191,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 191.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0192,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 192.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0193,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 193.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0194,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 194.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0195,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 195.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0196,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 196.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0197,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 197.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0198,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 198.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0199,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 199.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0200,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 200.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0201,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 201.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0202,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 202.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0203,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 203.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0204,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 204.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0205,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 205.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0206,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 206.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0207,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 207.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0208,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 208.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0209,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 209.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0210,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 210.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0211,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 211.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0212,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 212.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0213,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 213.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0214,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 214.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0215,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 215.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0216,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 216.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0217,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 217.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0218,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 218.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0219,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 219.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0220,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 220.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0221,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 221.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0222,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 222.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0223,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 223.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0224,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 224.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0225,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 225.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0226,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 226.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0227,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 227.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0228,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 228.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0229,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 229.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0230,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 230.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0231,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 231.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0232,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 232.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0233,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 233.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0234,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 234.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0235,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 235.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0236,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 236.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0237,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 237.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0238,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 238.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0239,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 239.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0240,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 240.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0241,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 241.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0242,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 242.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0243,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 243.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0244,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 244.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0245,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 245.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0246,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 246.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0247,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 247.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0248,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 248.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0249,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 249.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0250,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 250.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0251,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 251.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0252,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 252.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0253,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 253.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0254,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 254.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0255,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 255.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0256,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 256.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0257,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 257.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0258,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 258.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0259,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 259.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0260,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 260.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0261,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 261.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0262,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 262.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0263,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 263.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0264,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 264.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0265,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 265.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0266,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 266.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0267,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 267.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0268,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 268.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0269,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 269.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0270,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 270.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0271,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 271.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0272,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 272.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0273,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 273.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0274,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 274.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0275,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 275.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0276,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 276.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0277,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 277.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0278,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 278.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0279,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 279.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0280,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 280.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0281,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 281.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0282,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 282.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0283,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 283.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0284,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 284.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0285,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 285.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0286,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 286.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0287,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 287.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
